,,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageArea,MSZoning_E,Alley_E,LotShape_E,LandContour_E,LotConfig_E,Neighborhood_E,Condition1_E,Condition2_E,BldgType_E,HouseStyle_E,RoofStyle_E,RoofMatl_E,Exterior1st_E,MasVnrType_E,ExterQual_E,ExterCond_E,Foundation_E,BsmtQual_E,BsmtCond_E,BsmtExposure_E,BsmtFinType1_E,BsmtFinType2_E,Heating_E,HeatingQC_E,CentralAir_E,Electrical_E,KitchenQual_E,Functional_E,FireplaceQu_E,GarageType_E,GarageFinish_E,GarageQual_E,PavedDrive_E,PoolQC_E,Fence_E,SaleType_E,SaleCondition_E,MSSubClass_E,EnclosedPorch_0,BsmtFinSF2_0,LowQualFinSF_0,WoodDeckSF_0,Fireplaces_0,3SsnPorch_0,PoolArea_0,MiscVal_0,ScreenPorch_0,OpenPorchSF_0,BsmtUnfSF_0,GarageArea_0,2ndFlrSF_0,TotalBsmtSF_0,MasVnrArea_0,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,GarageArea_bin
train,876,25286,4,5,7.582738488914411,1963,0.0,6.452048954437226,6.970730078143525,6.947937068614969,0.0,6.947937068614969,1.0,1,0,3,1,5,648.0,4.0,3.0,1.0,4.0,1.0,12.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,6.0,3.0,4.0,5.0,5.0,6.0,6.0,4.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,11.4,6.75,7.75,14.666666666666666,14.0,11.0,2
train,877,8834,9,5,7.60339933974067,2005,216.0,7.065613363597717,7.288244401020124,7.288244401020124,6.637258031284457,7.707512194600341,1.0,2,1,4,1,10,738.0,4.0,3.0,1.0,2.0,1.0,24.0,5.0,5.0,5.0,7.0,5.0,3.0,12.0,5.0,3.0,4.0,6.0,5.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,6.0,4.0,7.0,5.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,11.4,22.25,22.75,16.333333333333332,23.0,14.5,2
train,878,11782,5,7,7.581719640125308,1995,0.0,6.802394763324311,7.01211529430638,7.052721049232323,0.0,7.052721049232323,1.0,1,0,3,1,6,576.0,4.0,3.0,2.0,2.0,1.0,7.0,5.0,5.0,5.0,2.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,3.0,2.0,6.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,5.0,5.0,8.0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,11.4,8.5,9.75,14.666666666666666,15.0,9.0,2
train,879,7000,5,8,7.590346945602565,2005,90.0,6.472346294500901,6.762729506931879,6.762729506931879,0.0,6.762729506931879,1.0,1,0,3,1,6,336.0,4.0,3.0,2.0,2.0,5.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,2.0,5.0,5.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,6.7,7.25,8.0,8.0,14.0,3.5,1
train,880,7024,5,5,7.603897968521881,2006,0.0,6.8885724595653635,6.994849985833071,6.994849985833071,0.0,6.994849985833071,1.0,1,1,2,1,5,450.0,4.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,5.0,5.0,2.0,5.0,6.0,6.0,4.0,2.0,6.0,2.0,7.0,2.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,11.4,7.25,7.75,14.666666666666666,14.0,11.0,2
train,881,13758,7,5,7.596392304064196,1991,117.0,6.805722553416985,7.053585727193677,7.080026499922591,6.274762021241939,7.4489161025442,0.0,2,1,3,1,7,400.0,4.0,3.0,2.0,2.0,5.0,22.0,5.0,5.0,5.0,3.0,2.0,3.0,9.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,4.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,7.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,11.4,16.5,16.25,16.666666666666668,27.0,12.5,2
train,882,9636,6,5,7.597396320212795,1993,0.0,0.0,6.695798917058491,6.695798917058491,6.666956792429207,7.374001859350161,0.0,2,1,3,1,7,389.0,4.0,3.0,2.0,2.0,3.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,6.0,2.0,7.0,4.0,7.0,3.0,4.0,3.0,1.0,3.0,5.0,5.0,15.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,11.4,7.25,7.75,15.0,14.0,11.0,2
train,883,6204,4,5,7.556427969440253,1950,0.0,0.0,6.679599185844383,6.86171134048073,6.679599185844383,7.7102051944325325,1.0,1,0,5,1,10,440.0,4.0,3.0,1.0,1.0,1.0,9.0,5.0,5.0,5.0,8.0,2.0,3.0,6.0,2.0,3.0,4.0,6.0,3.0,3.0,2.0,6.0,6.0,6.0,3.0,1.0,6.0,2.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,13.0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,11.4,6.75,7.75,15.0,14.0,11.0,2
train,884,7150,5,5,7.584773077612199,1967,60.0,6.07073772800249,6.794586580876499,6.794586580876499,0.0,6.794586580876499,0.0,1,0,3,1,5,288.0,4.0,3.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,2.0,5.0,5.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,6.7,7.25,7.75,6.666666666666667,14.0,3.5,1
train,885,5119,9,5,7.600902459542082,2000,60.0,7.122059881629142,7.4377951216719325,7.444248649496705,0.0,7.444248649496705,1.0,2,0,2,1,5,506.0,5.0,3.0,2.0,2.0,5.0,20.0,5.0,5.0,4.0,6.0,2.0,3.0,5.0,3.0,3.0,4.0,6.0,5.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,4.0,6.0,4.0,4.0,3.0,1.0,5.0,7.0,2.0,14.0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,8.7,16.5,17.0,16.666666666666668,27.0,12.5,2
train,886,8393,5,5,7.580699752224563,2005,122.0,6.270988431858299,7.394493107219038,7.44600149832412,0.0,7.44600149832412,0.0,2,0,4,2,8,588.0,4.0,3.0,1.0,2.0,3.0,11.0,5.0,5.0,2.0,6.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,6.0,6.0,5.0,2.0,6.0,2.0,7.0,2.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,3.0,5.0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,11.4,7.25,7.75,16.666666666666668,14.0,11.0,2
train,887,16466,5,7,7.578656850594762,1955,0.0,0.0,6.705639094860003,6.771935555839602,6.257667587882639,7.2399325913204695,0.0,1,1,3,1,8,300.0,4.0,3.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,2.0,2.0,3.0,6.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,7.0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,6.7,7.25,8.0,6.0,14.0,3.5,1
train,888,15865,8,6,7.58629630715272,1970,0.0,5.863631175598097,7.704361167910313,7.704361167910313,0.0,7.704361167910313,1.0,2,0,4,1,8,621.0,4.0,3.0,2.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,2.0,3.0,3.0,6.0,3.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,6.0,3.0,7.0,4.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,11.4,16.25,16.0,14.0,33.0,12.0,2
train,889,12160,6,4,7.577633832602728,1953,90.0,6.932447891572509,7.317212408359839,7.317212408359839,0.0,7.317212408359839,1.0,1,0,2,1,6,505.0,4.0,3.0,1.0,2.0,1.0,11.0,3.0,5.0,5.0,6.0,5.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,5.0,2.0,6.0,2.0,7.0,4.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,11.4,8.25,8.75,15.333333333333334,14.0,11.0,2
train,890,8064,5,7,7.575584651557793,2006,0.0,0.0,6.511745329644728,6.511745329644728,5.53338948872752,6.829793737512425,0.0,1,0,3,1,6,576.0,4.0,3.0,1.0,2.0,3.0,11.0,1.0,5.0,5.0,3.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,6.0,6.0,6.0,5.0,2.0,6.0,2.0,7.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,5.0,5.0,7.0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,11.4,7.25,8.0,15.0,14.0,11.0,2
train,891,11184,6,5,7.590346945602565,1978,92.0,5.424950017481403,6.823286122355687,6.823286122355687,6.641182169740591,7.428927194802272,0.0,2,1,3,1,7,440.0,4.0,3.0,1.0,2.0,1.0,7.0,5.0,5.0,5.0,7.0,5.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,6.0,4.0,2.0,6.0,2.0,7.0,4.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,11.4,8.25,8.75,16.0,25.0,10.5,2
train,892,8414,6,8,7.582738488914411,2003,0.0,6.498282149476434,6.966024187106113,6.974478911025045,0.0,6.974478911025045,0.0,1,0,3,1,6,264.0,4.0,3.0,1.0,2.0,1.0,7.0,5.0,5.0,5.0,6.0,5.0,3.0,9.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,7.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,3.0,5.0,5.0,12.0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,6.7,8.25,8.75,7.0,14.0,3.5,1
train,893,13284,5,5,7.578145472419466,1954,0.0,6.970730078143525,7.232733136177615,7.232733136177615,0.0,7.232733136177615,1.0,1,0,3,1,6,354.0,4.0,3.0,1.0,2.0,1.0,7.0,8.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,2.0,4.0,6.0,4.0,4.0,3.0,3.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,5.0,6.0,2.0,4.0,3.0,1.0,4.0,5.0,5.0,12.0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,6.7,7.25,7.75,6.666666666666667,14.0,3.5,1
train,894,7018,5,5,7.590852123688581,1979,0.0,0.0,0.0,7.336936913707618,0.0,7.336936913707618,0.0,2,0,4,2,8,400.0,4.0,3.0,1.0,1.0,1.0,13.0,5.0,5.0,2.0,6.0,2.0,3.0,10.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,4.0,5.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,11.4,6.75,7.75,6.0,5.0,7.0,2
train,895,7056,6,5,7.582738488914411,1963,415.0,5.993961427306569,6.660575149839686,6.891625897052253,6.70196036600254,7.493873886783559,1.0,1,1,4,1,8,483.0,4.0,3.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,7.0,5.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,4.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,11.4,8.25,8.75,15.333333333333334,14.0,11.0,2
train,896,8765,4,6,7.5688956634069955,1950,0.0,5.655991810819852,6.858565034791365,6.858565034791365,0.0,6.858565034791365,0.0,1,0,2,1,6,327.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,5.0,6.0,6.0,5.0,1.0,6.0,2.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,2.0,1.0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,5.2,7.25,7.75,8.0,14.0,3.5,1
train,897,7018,5,5,7.590852123688581,1979,0.0,0.0,0.0,7.02197642307216,7.02197642307216,7.714677473800927,0.0,2,0,6,2,12,528.0,4.0,3.0,1.0,2.0,1.0,13.0,3.0,5.0,2.0,7.0,2.0,3.0,10.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,4.0,5.0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,11.4,7.25,7.75,6.0,5.0,7.0,2
train,898,12919,9,5,7.605890001053122,2010,760.0,7.691200097522863,7.754052639035757,7.768533300926033,0.0,7.768533300926033,1.0,2,1,2,1,11,820.0,4.0,3.0,2.0,2.0,1.0,24.0,5.0,5.0,5.0,6.0,5.0,3.0,12.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,7.0,6.0,6.0,5.0,2.0,6.0,4.0,7.0,5.0,6.0,4.0,4.0,3.0,1.0,5.0,9.0,6.0,12.0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,14.1,22.25,22.75,22.666666666666668,33.0,19.0,3
train,899,6993,5,7,7.581719640125308,1994,0.0,6.144185634125646,6.816735880594968,7.1204443723924875,0.0,7.1204443723924875,0.0,1,0,3,1,6,288.0,4.0,3.0,1.0,2.0,1.0,7.0,3.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,4.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,6.7,7.25,7.75,6.666666666666667,14.0,3.5,1
train,900,7340,4,6,7.586803535162581,1971,0.0,5.777652323222656,6.755768921984255,6.755768921984255,0.0,6.755768921984255,0.0,1,0,2,1,4,684.0,4.0,3.0,2.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,11.4,7.25,7.75,14.666666666666666,14.0,11.0,2
train,901,8712,5,7,7.579678823090456,2000,0.0,6.7580945044277305,6.900730664045173,7.175489713624222,0.0,7.175489713624222,1.0,1,0,2,1,5,756.0,4.0,3.0,2.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,14.1,8.25,9.0,21.333333333333332,14.0,15.0,3
train,902,7875,7,5,7.602900462204755,2003,0.0,0.0,6.664409020350408,6.694562058521095,6.555356891810665,7.31986492980897,0.0,2,1,3,1,8,393.0,4.0,3.0,1.0,2.0,1.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,5.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,11.4,16.5,17.0,15.0,27.0,12.5,2
train,903,14859,7,5,7.604396348796338,2006,27.0,0.0,7.421177528595393,7.421177528595393,0.0,7.421177528595393,0.0,2,0,3,1,7,690.0,4.0,3.0,2.0,4.0,5.0,15.0,5.0,5.0,5.0,6.0,5.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,5.0,6.0,3.0,4.0,3.0,1.0,5.0,9.0,6.0,12.0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,11.4,15.25,17.75,15.0,27.0,12.5,2
train,904,6173,5,6,7.584773077612199,1967,75.0,6.396929655216146,6.776506992372183,6.805722553416985,0.0,6.805722553416985,0.0,1,0,3,1,6,288.0,4.0,3.0,2.0,2.0,1.0,7.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,7.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,3.0,5.0,5.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,6.7,7.25,7.75,7.0,14.0,3.5,1
train,905,9920,5,5,7.578145472419466,1954,110.0,5.872117789475416,6.963189985870238,6.96979066990159,0.0,6.96979066990159,1.0,1,0,3,1,6,280.0,4.0,3.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,3.0,5.0,5.0,12.0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,6.7,7.25,7.75,8.666666666666666,20.0,4.5,1
train,906,13501,8,5,7.604396348796338,2006,208.0,4.1588830833596715,7.392647520721623,7.400620577371135,0.0,7.400620577371135,1.0,2,0,3,1,8,865.0,4.0,3.0,2.0,2.0,3.0,20.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,5.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,5.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,14.1,16.5,17.0,22.0,27.0,17.5,3
train,907,11500,7,7,7.5688956634069955,1987,0.0,5.4116460518550396,6.925595197110468,6.928537818164665,6.945051063725834,7.629489916393995,0.0,1,1,3,1,6,180.0,4.0,3.0,2.0,2.0,1.0,18.0,5.0,5.0,5.0,3.0,2.0,3.0,11.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,6.0,6.0,4.0,2.0,6.0,3.0,7.0,5.0,6.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,7.0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,6.7,16.5,17.0,7.0,27.0,4.5,1
train,908,8885,5,5,7.592870287844818,1983,0.0,5.71042701737487,6.762729506931879,6.805722553416985,0.0,6.805722553416985,1.0,1,0,2,1,5,484.0,4.0,3.0,2.0,3.0,1.0,12.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,7.0,6.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,3.0,5.0,5.0,12.0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,11.4,9.0,7.75,13.666666666666666,20.0,10.0,2
train,909,12589,6,5,7.603897968521881,2005,0.0,0.0,6.610696044717759,6.610696044717759,6.610696044717759,7.3031700512368,0.0,2,1,3,1,8,390.0,4.0,3.0,4.0,2.0,1.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,5.0,6.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,11.4,16.5,17.0,15.0,27.0,12.5,2
train,910,11600,5,5,7.581209826196346,1960,361.0,6.095824562432225,7.00850518208228,7.00850518208228,7.064759027791802,7.729735331385051,0.0,2,0,5,2,12,480.0,4.0,3.0,1.0,2.0,3.0,11.0,3.0,5.0,2.0,7.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,3.0,2.0,4.0,2.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11.4,7.25,7.75,16.333333333333332,14.0,11.0,2
train,911,9286,5,7,7.589841512182657,1989,0.0,5.2832037287379885,7.1459844677143876,7.1459844677143876,0.0,7.1459844677143876,0.0,1,1,3,1,5,252.0,4.0,3.0,2.0,2.0,5.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,6.0,6.0,3.0,2.0,6.0,3.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,6.7,16.5,17.0,8.0,27.0,4.5,1
train,912,6120,5,7,7.563200592358071,1950,0.0,6.194405391104672,6.645090969505644,6.923628628138427,0.0,6.923628628138427,0.0,1,0,3,1,6,450.0,2.0,3.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,6.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,6.0,6.0,3.0,1.0,6.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,5.0,2.0,1.0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,8.7,10.5,11.5,16.333333333333332,16.0,9.5,2
train,913,6270,5,6,7.575584651557793,1950,0.0,5.652489180268651,6.90975328164481,6.90975328164481,6.90975328164481,7.602401335665818,0.0,2,0,4,2,8,871.0,3.0,3.0,1.0,4.0,1.0,18.0,5.0,5.0,2.0,7.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,1.0,4.0,2.0,7.0,2.0,4.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,13.3,7.75,7.75,21.333333333333332,14.0,15.0,3
train,914,3000,6,5,7.605890001053122,2009,76.0,5.68697535633982,6.418364935936212,6.418364935936212,6.418364935936212,7.110696122978827,0.0,2,1,2,1,4,528.0,5.0,2.0,1.0,2.0,1.0,20.0,5.0,5.0,4.0,7.0,2.0,3.0,12.0,5.0,3.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,3.0,3.0,4.0,3.0,1.0,5.0,9.0,6.0,6.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9.8,16.5,17.0,16.666666666666668,27.0,12.5,2
train,915,2001,4,5,7.58629630715272,1970,80.0,0.0,6.304448802421981,6.304448802421981,6.304448802421981,6.996681488176539,0.0,1,1,3,1,6,286.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,5.0,3.0,7.0,2.0,3.0,13.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,2.0,2.0,6.0,2.0,7.0,2.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,6.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,4.1,7.25,7.75,6.0,14.0,3.5,1
train,916,9000,2,3,7.575584651557793,1950,0.0,3.9318256327243257,6.175867270105761,6.175867270105761,0.0,6.175867270105761,1.0,0,0,1,1,4,308.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,6.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,6.0,6.0,3.0,1.0,4.0,2.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,2.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1.5,7.25,7.75,6.666666666666667,14.0,3.5,1
train,917,17140,4,6,7.579167967396076,1956,0.0,6.966024187106113,7.034387929915503,7.114769448366463,0.0,7.114769448366463,0.0,1,0,3,1,6,284.0,4.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,4.0,2.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,6.7,7.25,7.75,8.0,14.0,3.5,1
train,918,13125,7,5,7.596894438144544,1991,0.0,3.8918202981106265,7.007600613951853,6.816735880594968,7.103322062526113,7.662937850461535,1.0,2,1,4,1,8,833.0,4.0,3.0,2.0,2.0,3.0,13.0,5.0,5.0,5.0,7.0,2.0,3.0,9.0,2.0,3.0,4.0,6.0,5.0,4.0,3.0,3.0,5.0,6.0,5.0,2.0,6.0,3.0,7.0,4.0,6.0,3.0,4.0,3.0,1.0,4.0,5.0,5.0,15.0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,14.1,16.5,17.0,19.666666666666668,29.0,16.5,3
train,919,11029,6,8,7.580189417944541,2002,0.0,6.270988431858299,7.077498053569231,7.254884810077338,0.0,7.254884810077338,1.0,1,0,3,1,6,601.0,4.0,3.0,2.0,2.0,3.0,11.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,2.0,6.0,5.0,2.0,6.0,2.0,4.0,4.0,6.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,12.0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,11.4,9.75,10.75,12.0,25.0,7.5,2
train,920,8462,6,5,7.598399329323964,1994,105.0,6.703188113240863,6.834108738813838,6.842683282238422,6.666956792429207,7.451241684987676,0.0,2,1,3,1,7,471.0,4.0,3.0,2.0,2.0,1.0,13.0,5.0,5.0,5.0,7.0,2.0,3.0,9.0,3.0,3.0,3.0,6.0,4.0,5.0,2.0,7.0,6.0,6.0,5.0,2.0,6.0,3.0,7.0,2.0,6.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,11.4,16.5,16.25,16.333333333333332,27.0,12.5,2
